ReviewerName,ReviewTitle,Reviews,Rating
Patrick J. Hampton,Upgraded!,"New remote has upgraded features/buttons! Ordered this to replace an old broken fire stick, very happy",4
Joseph Melidona,Nice to see stream tv,With this your tv became smart with no limit for app,5
Sherry Parks,This is my second one.  It is a great addition to my television viewing.  User friendly,Works wonderful. No problems great.  Sound is great so is the  picture. I am visually impaired and voice assistance makes it so easy for me to use.  Easy to set up.,3
Bonnie,Disappointing video quality,Got this for Thursday Nite FB but video quality for this live stream is poor.  Everything else seems to stream fine. Think the device is good (5 stars) but the service is not.,5
nancy pineda,Good product. Good value,This is a good product as long as you can tolerate the constant stream of promotions for Amazon products. I guess that’s part of the deal. I still prefer the Roku interface,5
cristal,Set up a piece of cake,So easy to set up even a grandpa can do it!,5
Lillian Hargrove,Muy facil de utilizar en cualquier TV con puertos HDMI,Para reutilizar una TV  que no es smart TV,5
MtnBrookie,Ease of use,It was very easy to install and set up for use.,5
Robyn Bennett,n/a,quicker,5
Merrill,Works great when you need it.,LG tv. Luv it I’m finally getting use to it. My son is teaching me.,5
Mark R. Wietstock,Great!,"Upgraded from my old Fire Stick. No more slow, bogged down clicking around. Much happier.",5
janet,Easy install,I have these on every TV and they are so easy to install and use!!,5
Robert Berge,Kim,I have not tried all features what I tried works,5
CAA,fast,great product big improvement over my three year old stick,4
Betty L Fallon,Fácil conexión e interacción,Que buen dispositivo para interactuar con el teléfono y entretenimiento,5
Dale D Fowler,El control remoto más cómodo y eficiente que existe,"Para el control de programas de televisión, series, películas con alta definición de imágenes, y control de artefactos eléctricos por medio de la voz al integrarse con Alexa. Muy rápido y eficiente.",3
Dee,Works great and I love it.,"The buttons are responsive, but layout is little different from my prior version, so a little  memory training was necessary. I use voice selection all the time and it works great.",5
Greg Burton,I love the firestick not to sure about Alexa,Love the fire stick not to sure about Alexa,4
lee thoms,it works,It works great no need to get a smart TV,5
gp,Amazon,"I've been glued to my television ever since my daughter got the firestick for me. It does stream slow at very few times, and I do mean very few. But otherwise, absolutely 💯",5
Amazon Customer,Perefect!,Perfect Works Great! lots of FREE! Stuff! BUY NOW!,4
Merrill,Dar's Fire Stick,Excellent---second one I have purchased. Easy set up!,5
Mark R. Wietstock,Works,Setup and operation was easy and without issue.,5
Randy Thomas,Much faster than older model,Much improved over the old Firestick I had.,4
Amy Groves,Easy to use,We use the fire stick to do all the streaming. Easy to use,5
lespitt,Loved it,Very nice,4
Tripp,Old Fire Stick remote failed again 3x so Finally upgraded- WOW!,"My wife was blown away with how much clearer, brighter, and vivid the picture was once we installed this 4k Unit on our at least 7 year old 42"" TV.  With an Amazon Show about 3' from the TV I don't know how much I need the Alexa button on the remote but I suppose if we want to be one step closer to Orwell's 1984 sure, why not...  Except, will it be the government or corporate tech giants that invades our lives?It has been proven not only if you put a frog in boiling water it will immediately jump out, but also if you put one in tepid water and slowly raise the temp they will also eventually jump out.  But human beings are just being lulled into this... sure, I'll gladly sacrifice my personal space for you to know all my discussions, internet activity, where I go and for how long at each location, soon to integrate my health details and all, not to the government but voluntarily to all these various tech companies.  But I digress; Overall, we are happy with this upgrade.  Bring on the fact there are more IOT than heartbeats in my house now.... by a factor of 4.",4
kuchman,I like how the stick works,To watch movies 🎥,5
Peggy,Great device,Works great. Very easy setup. Great voice recognition.,3
Denise Rollins,Fire stick,I like these units I'm adding them to every TV in the house.,5
J. Claypool,Really helpful,Didn’t want to get a smart tv so this has been very helpful,5
Vivian Weaver,Buena compra  e,Es muy rápido y la interfaz es muy buena,5
Maria Parra,Plug and stream,Super easy to install. Pretty easy to navigate for us non-techy folks. There are a lot of channels to watch for free and other than having to see some ads we don’t miss our cable service.,5
Merrill,Great Streaming Device,I am so happy with the first Amazon TV Fires Stick that I bought 2 more so I can turn in my Verizon digistal boxes and save money ecah month.,5
Mark R. Wietstock,Very best streaming product,The very best product for streaming by far.,5
Alberto Pellegrini,Better than competitor's device,"Streaming on TV, works like a charm.",4
Amazon Customer,Great fire stick 4k .,Love the 4k video quality.Easy to use.,4
Joe Macias,Works great,Hooked up to projector system and works great!,5
Craig G.,Going Cable/Satellite-free? This is your product!,I had no idea when we disconnected our Satellite we could still get quality TV viewing. This Firestick is great. Fast and easy to use. Love the Alexa feature!,5
mark o miles,it works fantastic,love that i save $210 a month by getting rid of cable,4
Y. C. Turner,Quick easy installation,It only took minutes to unbox and install.,5
Robert D Miller,They work.,No thank you.,3
Hilda Marie Rivera Colón,Firesticks,They seem to be working very good,5
Robbie J Rice,An improvement over my old FireTV,"So after a couple years of use, I needed to upgrade my old FireTV stick (2nd Gen). It was running out of memory for the apps. Also the stick always glitched here and there because the processor was being stretched to it's limits. So I decided to upgrade to the 4K Fire TV Stick and was getting a discount that made the cost less than $25. Had this stick now for a couple months and I am very happy!What an improvement to start! Menu flowed faster, WIFI drops were non-existent and videos didn't lock up as before. That's because the CPU was improved (from an older Quad-Core 32bit that ran 1.3 to an improved CPU that runs at 1.8Ghz) and the memory is doubled (1GB to 2 GB). Did I mention there isn't a re-learning curve as the menu system is pretty much the same?The best thing, is the process to reload the apps from the one to the other is one shot. Unlike when you get a new computer and have to reload your programs or apps one at a time manually, the Fire Stick will do it for you when you attach it to your account.  The only thing it didn't remember was the previous Stick's settings.Now with all that said, I did run into a problem.... the remote wouldn't program. But I was able to use my older remote and had a chat session with customer service. 20 minutes later I had a new remote being sent (1 week) and when I got it, worked like a champ.Now I'm ready if and when I have to replace my TV to 4K :)",5
Susan Jordan,Easy to install,All looks good installation was a breeze!,5
Merrill,Streaming works well.,This is our second firestick. Setup was easy and it works well.,5
Mark R. Wietstock,A esa to other channels,Works great on older TV allowing you to access other streaming channels,4
Cameron Rickett,Works as advertised,Easy setup. Works as advertised. Smooth remote.,5
Luis Perera,Easy set up,"Easy ordering, easy set up-plug n play",5
Marcella,Better cool,Works great...especially when you have good internet speeds,5
Debbie Bruffett,Flexible streaming device at a good price.,works as expected. even better value if you get them on sale.,5
Patrick Drew,Can't live without it!!,"It took some getting use to, I was with another company, in a neighboring town. Moved in with my Mom (after 45 yr!), I had cable installed, the Fire stick was a part of the deal! I like it alot now! Easy to use, to find stuff and easy to explain to my Mom!",4
